Marital_status,Application_mode,Application_order,Course,Daytime_evening_attendance,Previous_qualification,Previous_qualification_grade,Nacionality,Mothers_qualification,Fathers_qualification,Mothers_occupation,Fathers_occupation,Admission_grade,Displaced,Educational_special_needs,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,International,Curricular_units_1st_sem_credited,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_evaluations,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_1st_sem_without_evaluations,Curricular_units_2nd_sem_credited,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_evaluations,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Curricular_units_2nd_sem_without_evaluations,Unemployment_rate,Inflation_rate,GDP,Status,Total_courses,Ipk_semester1,Ipk_semester2,proporsi_sks_1,proporsi_sks_2,index_ipk,kemajuan_sks,status_pembayaran,Target
1,17,4,9773,1,1,118.0,1,1,38,5,7,120.8,1,0,0,1,0,0,20,0,0,6,9,4,13.25,0,0,6,11,5,11.8,0,12.4,0.5,1.79,Graduate,12,2.65,2.3600000000000003,0.6666666666666666,0.8333333333333334,-0.2899999999999996,1,0,0
1,1,6,9500,1,1,129.0,1,37,19,9,7,127.8,1,0,0,1,0,0,19,0,0,8,10,6,13.78,1,0,8,10,6,13.78,1,9.4,-0.8,-3.12,Dropout,16,2.756,2.756,0.75,0.75,0.0,0,0,1
1,17,3,9500,1,1,136.0,1,37,38,4,5,126.0,1,0,0,1,0,0,19,0,0,8,8,7,15.11,0,0,8,8,7,15.11,0,10.8,1.4,1.74,Graduate,16,3.022,3.022,0.875,0.875,0.0,0,0,0
1,1,2,9238,1,1,134.0,1,1,19,4,5,126.0,0,0,0,1,0,0,18,0,0,6,10,4,11.0,0,0,6,8,5,11.2,0,10.8,1.4,1.74,Graduate,12,2.2,2.2399999999999998,0.6666666666666666,0.8333333333333334,0.03999999999999959,1,0,0
1,1,1,9500,1,1,153.0,1,38,19,9,5,138.5,1,0,0,1,0,1,20,0,0,8,8,7,15.798571428571426,0,0,8,8,7,15.798571428571426,0,10.8,1.4,1.74,Graduate,16,3.1597142857142853,3.1597142857142853,0.875,0.875,0.0,0,0,0
1,1,3,9500,1,1,119.0,1,19,37,9,9,119.4,1,0,0,1,0,0,20,0,0,7,7,7,13.775714285714288,0,0,8,8,8,15.599999999999998,0,12.4,0.5,1.79,Graduate,15,2.755142857142858,3.1199999999999997,1.0,1.0,0.3648571428571419,1,0,0
4,39,1,9500,1,1,140.0,1,38,37,7,7,101.5,1,0,0,1,0,0,24,0,0,8,11,7,12.16,0,0,8,11,7,12.16,0,10.8,1.4,1.74,Graduate,16,2.432,2.432,0.875,0.875,0.0,0,0,0
4,39,2,9556,1,1,133.1,1,38,37,7,7,101.5,1,0,0,1,0,0,24,0,0,7,0,0,0.0,0,0,7,0,0,0.0,0,10.8,1.4,1.74,Dropout,14,0.0,0.0,0.0,0.0,0.0,0,0,1
1,17,2,9773,1,1,130.0,1,2,1,2,7,126.2,1,0,0,1,0,0,20,0,0,6,6,6,14.333333333333334,0,0,6,6,6,15.5,0,12.4,0.5,1.79,Graduate,12,2.8666666666666667,3.1,1.0,1.0,0.2333333333333334,0,0,0
1,1,1,9500,1,1,146.0,1,1,37,9,9,129.3,0,0,0,1,0,0,18,0,0,8,8,7,14.2,0,0,8,8,7,14.2,0,12.7,3.7,-1.7,Graduate,16,2.84,2.84,0.875,0.875,0.0,0,0,0
1,1,1,9085,1,1,119.0,1,2,1,4,3,113.1,1,0,0,1,0,0,21,0,0,5,6,5,12.2,0,0,5,5,5,13.2,0,10.8,1.4,1.74,Graduate,10,2.44,2.6399999999999997,1.0,1.0,0.19999999999999973,0,0,0
1,17,1,9853,1,1,160.0,1,1,38,4,10,144.3,1,0,0,1,0,0,18,0,0,6,10,4,13.0,0,0,6,9,5,13.666666666666666,0,9.4,-0.8,-3.12,Graduate,12,2.6,2.7333333333333334,0.6666666666666666,0.8333333333333334,0.1333333333333333,1,0,0
1,17,5,9500,1,1,144.0,1,19,1,5,3,141.0,1,0,0,1,0,1,19,0,0,8,8,7,12.485714285714286,0,0,8,8,7,12.485714285714286,0,12.7,3.7,-1.7,Graduate,16,2.4971428571428573,2.4971428571428573,0.875,0.875,0.0,0,0,0
1,7,1,9085,1,40,130.0,1,1,1,4,4,130.0,1,0,0,1,0,0,22,0,0,6,7,6,17.0,0,0,6,7,6,16.285714285714285,0,11.1,0.6,2.02,Graduate,12,3.4,3.257142857142857,1.0,1.0,-0.1428571428571428,0,0,0
1,17,3,9238,1,1,122.0,1,19,19,7,7,117.5,1,0,0,1,0,0,19,0,0,6,7,5,10.8,0,0,6,9,6,10.166666666666666,0,8.9,1.4,3.51,Graduate,12,2.16,2.033333333333333,0.8333333333333334,1.0,-0.12666666666666693,1,0,0
1,1,3,9500,1,1,153.0,6,37,37,9,9,131.8,1,0,0,1,0,0,18,1,0,7,7,6,14.716666666666669,0,0,7,7,6,14.716666666666669,0,7.6,2.6,0.32,Graduate,14,2.943333333333334,2.943333333333334,0.8571428571428571,0.8571428571428571,0.0,0,0,0
1,1,1,8014,0,1,133.0,1,38,38,5,2,135.5,0,0,0,1,0,0,34,0,0,6,7,6,12.333333333333334,0,0,6,6,6,11.666666666666666,0,10.8,1.4,1.74,Graduate,12,2.466666666666667,2.333333333333333,1.0,1.0,-0.13333333333333375,0,0,0
1,17,5,9085,1,1,118.0,1,38,38,9,9,112.4,1,0,0,1,0,0,19,0,0,12,22,6,15.307692307692308,0,0,10,13,6,13.875,0,15.5,2.8,-4.06,Graduate,22,3.0615384615384618,2.775,0.5,0.6,-0.28653846153846185,0,0,0
1,1,1,9500,1,1,137.0,1,37,37,7,9,130.8,1,0,0,1,0,1,18,0,0,7,7,6,12.666666666666666,0,0,7,7,6,12.666666666666666,0,7.6,2.6,0.32,Graduate,14,2.533333333333333,2.533333333333333,0.8571428571428571,0.8571428571428571,0.0,0,0,0
1,1,5,9500,1,1,143.0,1,37,37,9,5,131.6,1,0,0,1,0,1,19,0,0,7,10,7,14.368,0,0,8,8,8,14.44875,0,15.5,2.8,-4.06,Graduate,15,2.8736,2.8897500000000003,1.0,1.0,0.01615000000000011,1,0,0
1,39,1,9500,1,1,123.0,1,19,1,1,1,140.8,0,0,0,1,0,0,25,0,0,8,8,7,12.084285714285716,0,0,8,8,7,12.084285714285716,0,10.8,1.4,1.74,Graduate,16,2.4168571428571433,2.4168571428571433,0.875,0.875,0.0,0,0,0
1,1,1,9238,1,1,142.0,1,34,38,4,7,127.3,0,0,0,1,0,1,18,0,0,6,12,4,11.0,0,0,6,9,6,11.5,0,9.4,-0.8,-3.12,Graduate,12,2.2,2.3,0.6666666666666666,1.0,0.09999999999999964,2,0,0
1,1,1,8014,0,1,115.0,1,38,38,9,7,115.0,1,0,0,1,0,0,28,0,0,6,8,5,12.8,0,0,6,8,5,11.0,0,9.4,-0.8,-3.12,Graduate,12,2.56,2.2,0.8333333333333334,0.8333333333333334,-0.3599999999999999,0,0,0
5,43,1,9500,1,1,131.0,1,1,38,5,5,118.8,0,0,0,1,0,1,18,0,0,8,8,7,11.857142857142858,0,0,8,8,7,11.857142857142858,0,12.7,3.7,-1.7,Graduate,16,2.3714285714285714,2.3714285714285714,0.875,0.875,0.0,0,0,0
2,39,1,9254,1,1,130.0,1,37,37,9,9,125.0,0,0,0,1,0,0,41,0,0,6,8,6,12.285714285714286,0,0,6,10,5,13.0,0,8.9,1.4,3.51,Graduate,12,2.4571428571428573,2.6,1.0,0.8333333333333334,0.1428571428571428,-1,0,0
1,17,2,9853,1,1,133.1,1,37,37,5,0,111.5,0,0,0,1,0,0,18,0,0,6,11,3,12.333333333333334,0,0,6,11,4,13.5,0,7.6,2.6,0.32,Dropout,12,2.466666666666667,2.7,0.5,0.6666666666666666,0.2333333333333334,1,0,1
1,17,1,9238,1,1,134.0,1,38,19,7,7,124.2,0,0,0,1,0,1,21,0,0,6,11,4,11.25,0,0,6,12,4,11.4,0,15.5,2.8,-4.06,Graduate,12,2.25,2.2800000000000002,0.6666666666666666,0.6666666666666666,0.03000000000000025,0,0,0
4,7,1,9238,1,40,130.0,1,34,34,99,99,130.0,0,0,1,1,0,0,41,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,11.1,0.6,2.02,Dropout,12,0.0,0.0,0.0,0.0,0.0,0,1,1
1,7,1,9070,1,3,133.1,1,3,5,2,2,120.0,1,0,0,1,0,0,32,0,0,3,3,2,16.0,0,0,3,3,1,16.0,0,7.6,2.6,0.32,Dropout,6,3.2,3.2,0.6666666666666666,0.3333333333333333,0.0,-1,0,1
1,43,1,8014,0,12,114.0,1,34,34,0,99,110.0,0,0,0,1,0,0,29,0,0,6,10,6,11.666666666666666,0,0,6,7,6,11.0,0,7.6,2.6,0.32,Graduate,12,2.333333333333333,2.2,1.0,1.0,-0.13333333333333286,0,0,0
1,1,1,9238,1,1,133.1,1,19,1,1,3,101.0,0,0,0,1,0,0,21,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,15.5,2.8,-4.06,Dropout,12,0.0,0.0,0.0,0.0,0.0,0,0,1
2,39,1,9500,1,19,133.1,1,37,38,9,10,120.9,1,0,0,1,0,0,39,0,0,7,12,4,12.0,0,0,7,13,4,12.5625,0,11.1,0.6,2.02,Dropout,14,2.4,2.5125,0.5714285714285714,0.5714285714285714,0.11250000000000027,0,0,1
1,43,3,9500,1,1,139.0,1,38,37,9,8,146.5,0,0,0,1,0,0,21,0,11,14,26,12,13.417391304347827,1,11,14,26,12,13.417391304347827,1,7.6,2.6,0.32,Graduate,28,2.6834782608695655,2.6834782608695655,0.8571428571428571,0.8571428571428571,0.0,0,0,0
1,1,1,9773,1,1,159.0,1,34,26,0,6,160.1,1,0,0,1,0,0,18,0,0,6,6,6,15.166666666666666,0,0,6,7,6,14.857142857142858,0,7.6,2.6,0.32,Graduate,12,3.033333333333333,2.9714285714285715,1.0,1.0,-0.061904761904761685,0,0,0
1,39,1,9003,1,1,140.0,1,37,37,5,5,150.0,0,0,1,1,0,0,34,0,0,6,10,5,13.833333333333334,0,0,6,13,5,12.5,0,16.2,0.3,-0.92,Graduate,12,2.7666666666666666,2.5,0.8333333333333334,0.8333333333333334,-0.2666666666666666,0,1,0
1,1,3,9085,1,1,140.0,1,10,19,90,90,135.8,1,0,0,1,0,0,18,0,0,5,6,5,13.333333333333334,0,0,5,7,4,14.8,0,7.6,2.6,0.32,Graduate,10,2.666666666666667,2.96,1.0,0.8,0.293333333333333,-1,0,0
1,1,1,9853,1,1,121.0,1,37,19,6,7,116.8,1,0,0,1,0,0,18,0,0,6,11,3,11.666666666666666,0,0,6,11,3,10.666666666666666,0,9.4,-0.8,-3.12,Dropout,12,2.333333333333333,2.1333333333333333,0.5,0.5,-0.19999999999999973,0,0,1
1,1,5,9085,1,1,124.0,1,3,19,2,3,113.9,1,0,0,1,0,0,19,0,0,6,12,5,15.0,0,0,6,9,6,13.428571428571429,0,16.2,0.3,-0.92,Graduate,12,3.0,2.685714285714286,0.8333333333333334,1.0,-0.31428571428571406,1,0,0
1,1,5,9130,1,1,160.0,1,3,1,2,9,150.2,1,0,0,1,0,0,19,0,0,5,13,1,13.0,0,0,5,7,2,12.5,0,12.7,3.7,-1.7,Dropout,10,2.6,2.5,0.2,0.4,-0.10000000000000009,1,0,1
1,1,2,9500,1,1,120.0,1,3,37,4,7,115.1,1,0,0,1,0,1,19,0,0,7,8,6,13.075,0,0,8,10,7,12.05,0,12.4,0.5,1.79,Graduate,15,2.6149999999999998,2.41,0.8571428571428571,0.875,-0.20499999999999963,1,0,0
1,1,1,9670,1,1,140.0,1,19,19,5,9,131.3,1,0,0,1,0,1,18,0,0,6,6,6,13.5,0,0,6,9,6,13.666666666666666,0,10.8,1.4,1.74,Graduate,12,2.7,2.7333333333333334,1.0,1.0,0.033333333333333215,0,0,0
1,44,1,9991,0,39,120.0,1,37,37,7,7,120.0,1,0,0,1,0,1,23,0,2,6,8,5,11.8,0,2,6,8,6,12.333333333333334,0,9.4,-0.8,-3.12,Graduate,12,2.3600000000000003,2.466666666666667,0.8333333333333334,1.0,0.10666666666666647,1,0,0
4,43,1,9853,1,1,133.1,100,19,22,90,90,100.0,0,0,0,1,0,0,33,1,0,6,6,6,12.166666666666666,0,0,6,9,3,11.0,0,7.6,2.6,0.32,Dropout,12,2.433333333333333,2.2,1.0,0.5,-0.23333333333333295,-3,0,1
1,17,2,9238,1,1,111.0,1,19,38,9,9,110.7,1,0,0,1,0,0,19,0,0,6,9,6,12.166666666666666,0,0,6,9,6,11.0,0,8.9,1.4,3.51,Graduate,12,2.433333333333333,2.2,1.0,1.0,-0.23333333333333295,0,0,0
1,43,3,171,1,1,140.0,1,37,38,7,7,143.4,1,0,0,1,0,0,21,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12,Dropout,0,0.0,0.0,0.0,0.0,0.0,0,0,1
1,1,6,9500,1,1,125.0,1,19,19,9,9,115.9,0,0,0,1,0,0,18,0,0,7,7,7,13.557142857142855,0,0,8,9,8,13.2,0,12.4,0.5,1.79,Graduate,15,2.711428571428571,2.6399999999999997,1.0,1.0,-0.07142857142857117,1,0,0
1,17,2,9070,1,1,136.0,1,19,38,4,7,140.9,1,0,0,1,0,0,19,0,0,6,6,6,14.333333333333334,0,0,6,6,6,13.5,0,9.4,-0.8,-3.12,Graduate,12,2.8666666666666667,2.7,1.0,1.0,-0.16666666666666652,0,0,0
1,1,2,9773,1,1,115.0,1,34,38,0,5,108.4,1,0,0,1,0,0,20,0,0,6,10,4,10.5,0,0,6,8,4,11.75,0,7.6,2.6,0.32,Graduate,12,2.1,2.35,0.6666666666666666,0.6666666666666666,0.25,0,0,0
1,1,1,9773,1,1,116.0,1,37,37,0,5,114.3,1,0,0,1,0,0,20,0,0,4,8,0,0.0,0,0,4,8,0,0.0,0,7.6,2.6,0.32,Dropout,8,0.0,0.0,0.0,0.0,0.0,0,0,1
1,1,2,9500,1,1,124.0,1,37,37,7,7,116.5,1,0,0,1,0,1,20,0,0,7,9,7,14.093333333333332,0,0,8,8,8,15.0,0,11.1,0.6,2.02,Graduate,15,2.818666666666666,3.0,1.0,1.0,0.1813333333333338,1,0,0
1,1,1,9238,1,1,163.0,1,37,37,5,6,155.0,0,0,0,1,0,1,21,0,0,6,6,6,13.333333333333334,0,0,6,8,6,13.166666666666666,0,9.4,-0.8,-3.12,Graduate,12,2.666666666666667,2.6333333333333333,1.0,1.0,-0.03333333333333366,0,0,0
1,43,1,9500,1,1,137.0,1,38,19,9,5,129.3,1,0,0,1,0,0,19,0,0,8,12,7,12.071428571428571,0,0,8,12,7,12.071428571428571,0,12.7,3.7,-1.7,Graduate,16,2.414285714285714,2.414285714285714,0.875,0.875,0.0,0,0,0
1,1,3,9254,1,1,128.0,1,19,1,7,9,121.7,1,0,0,1,0,1,18,0,0,6,6,6,12.666666666666666,0,0,6,6,6,12.5,0,12.4,0.5,1.79,Graduate,12,2.533333333333333,2.5,1.0,1.0,-0.033333333333333215,0,0,0
1,1,2,9500,1,1,133.1,1,19,38,7,9,125.5,1,0,0,1,0,1,21,0,0,7,9,7,13.2,0,0,8,9,7,13.2575,0,15.5,2.8,-4.06,Graduate,15,2.6399999999999997,2.6515,1.0,0.875,0.011500000000000288,0,0,0
1,17,4,9500,1,1,148.0,1,3,19,4,7,131.9,1,0,0,1,0,1,18,0,0,7,8,7,14.15,0,0,8,8,8,14.51125,0,15.5,2.8,-4.06,Graduate,15,2.83,2.90225,1.0,1.0,0.07224999999999993,1,0,0
1,43,1,9853,1,1,110.0,1,37,37,9,9,107.7,0,0,1,0,0,0,28,0,0,6,0,0,0.0,0,0,5,10,0,0.0,0,10.8,1.4,1.74,Dropout,11,0.0,0.0,0.0,0.0,0.0,0,2,1
1,39,1,9556,1,1,133.1,1,44,40,2,2,115.5,0,0,0,1,0,0,36,0,0,7,13,5,12.2,0,0,7,14,3,11.4,0,11.1,0.6,2.02,Dropout,14,2.44,2.2800000000000002,0.7142857142857143,0.42857142857142855,-0.1599999999999997,-2,0,1
1,1,1,9085,1,1,145.0,1,38,38,9,10,139.8,1,0,0,1,0,0,20,0,0,5,6,5,14.8,1,0,5,6,5,14.0,0,12.7,3.7,-1.7,Graduate,10,2.96,2.8,1.0,1.0,-0.16000000000000014,0,0,0
1,1,1,9238,1,1,136.0,1,38,38,0,7,133.2,1,0,0,1,0,0,19,0,0,6,8,5,11.0,0,0,6,13,5,11.4,0,7.6,2.6,0.32,Graduate,12,2.2,2.2800000000000002,0.8333333333333334,0.8333333333333334,0.08000000000000007,0,0,0
2,39,1,8014,0,1,150.0,1,37,38,3,7,134.5,0,0,0,1,0,0,28,0,0,6,8,5,11.833333333333334,0,0,6,6,6,13.0,0,16.2,0.3,-0.92,Graduate,12,2.3666666666666667,2.6,0.8333333333333334,1.0,0.2333333333333334,1,0,0
1,1,1,9670,1,1,112.0,1,37,1,7,0,110.6,0,0,0,1,0,0,20,0,0,5,7,4,11.75,0,0,5,7,5,11.8,1,7.6,2.6,0.32,Graduate,10,2.35,2.3600000000000003,0.8,1.0,0.010000000000000231,1,0,0
1,42,1,9254,1,1,154.0,1,38,37,1,1,154.0,1,0,0,1,0,0,28,0,8,14,22,12,12.333333333333334,0,3,12,20,8,12.0,0,9.4,-0.8,-3.12,Graduate,26,2.466666666666667,2.4,0.8571428571428571,0.6666666666666666,-0.06666666666666687,-4,0,0
1,43,1,9991,0,39,160.0,1,37,37,9,9,160.0,0,0,0,1,0,0,24,0,3,10,16,3,11.666666666666666,0,3,10,24,6,11.833333333333334,0,9.4,-0.8,-3.12,Dropout,20,2.333333333333333,2.3666666666666667,0.3,0.6,0.03333333333333366,3,0,1
1,17,2,9254,1,1,141.0,1,1,4,4,4,127.7,0,0,0,1,0,1,18,0,0,6,7,6,11.285714285714286,0,0,6,9,4,13.5,0,16.2,0.3,-0.92,Graduate,12,2.257142857142857,2.7,1.0,0.6666666666666666,0.44285714285714306,-2,0,0
1,1,5,9147,1,1,122.0,1,38,38,9,9,117.5,1,0,1,0,0,0,22,0,0,5,12,2,11.5,0,0,5,12,0,0.0,0,12.7,3.7,-1.7,Dropout,10,2.3,0.0,0.4,0.0,-2.3,-2,2,1
1,1,5,9254,1,1,120.0,1,37,37,9,7,127.0,1,0,0,1,0,1,18,0,0,6,10,6,11.666666666666666,0,0,6,10,4,12.25,0,9.4,-0.8,-3.12,Graduate,12,2.333333333333333,2.45,1.0,0.6666666666666666,0.11666666666666714,-2,0,0
1,1,1,9500,1,1,139.0,1,19,37,5,5,125.5,0,0,0,1,0,1,21,0,0,8,8,7,13.514285714285714,0,0,8,8,7,13.514285714285714,0,12.7,3.7,-1.7,Graduate,16,2.702857142857143,2.702857142857143,0.875,0.875,0.0,0,0,0
1,17,6,9773,1,1,138.0,1,1,1,4,2,140.5,1,0,0,1,0,0,19,0,0,6,7,6,13.0,0,0,6,9,6,13.714285714285714,0,7.6,2.6,0.32,Graduate,12,2.6,2.742857142857143,1.0,1.0,0.1428571428571428,0,0,0
1,1,1,9500,1,1,129.0,1,38,38,5,5,120.8,1,0,0,1,0,1,20,0,0,8,8,7,12.744285714285716,0,0,8,8,7,12.744285714285716,0,10.8,1.4,1.74,Graduate,16,2.5488571428571434,2.5488571428571434,0.875,0.875,0.0,0,0,0
1,1,1,9147,1,1,133.1,1,37,37,191,154,95.0,0,0,0,1,0,0,20,0,0,5,10,4,11.75,0,0,5,8,5,11.8,0,11.1,0.6,2.02,Graduate,10,2.35,2.3600000000000003,0.8,1.0,0.010000000000000231,1,0,0
1,17,1,8014,0,1,125.0,1,37,37,5,6,122.2,1,0,1,1,0,0,19,0,0,6,6,6,12.166666666666666,0,0,6,7,6,11.666666666666666,0,10.8,1.4,1.74,Graduate,12,2.433333333333333,2.333333333333333,1.0,1.0,-0.10000000000000009,0,1,0
1,1,2,9070,1,1,137.0,1,19,38,9,9,127.2,1,0,0,1,0,1,20,0,1,6,9,5,13.4,1,0,6,9,6,12.375,0,13.9,-0.3,0.79,Graduate,12,2.68,2.475,0.8333333333333334,1.0,-0.20500000000000007,1,0,0
1,1,1,9238,1,1,123.0,1,34,38,0,7,120.2,1,0,0,1,0,0,20,0,0,6,9,5,11.8,0,0,6,10,4,11.5,0,7.6,2.6,0.32,Dropout,12,2.3600000000000003,2.3,0.8333333333333334,0.6666666666666666,-0.0600000000000005,-1,0,1
1,1,3,9500,1,1,154.0,1,1,37,4,9,134.8,1,0,0,1,0,0,19,0,0,7,7,6,13.533333333333331,0,0,7,7,6,13.533333333333331,0,7.6,2.6,0.32,Graduate,14,2.706666666666666,2.706666666666666,0.8571428571428571,0.8571428571428571,0.0,0,0,0
1,1,1,9254,1,1,144.0,1,19,19,9,9,142.6,1,0,0,1,0,1,18,0,0,6,7,6,14.166666666666666,0,0,6,10,4,14.0,0,15.5,2.8,-4.06,Graduate,12,2.833333333333333,2.8,1.0,0.6666666666666666,-0.033333333333333215,-2,0,0
1,1,1,9500,1,1,153.0,1,38,37,7,8,147.9,0,0,0,1,0,1,18,0,0,7,7,7,14.652857142857142,0,0,8,9,8,14.755555555555556,0,12.4,0.5,1.79,Graduate,15,2.9305714285714286,2.9511111111111115,1.0,1.0,0.020539682539682858,1,0,0
1,1,1,171,1,1,152.0,1,1,38,4,9,160.4,1,0,0,0,0,0,19,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,7.6,2.6,0.32,Dropout,0,0.0,0.0,0.0,0.0,0.0,0,1,1
1,1,1,9147,1,1,150.0,103,37,37,9,9,134.6,0,0,0,1,1,0,20,1,0,5,5,5,13.6,0,0,5,7,5,13.0,0,9.4,-0.8,-3.12,Graduate,10,2.7199999999999998,2.6,1.0,1.0,-0.11999999999999966,0,0,0
1,1,1,9254,1,1,129.0,1,19,1,3,7,121.0,0,0,0,1,0,1,22,0,0,6,9,6,12.833333333333334,0,0,6,6,4,13.25,0,16.2,0.3,-0.92,Graduate,12,2.566666666666667,2.65,1.0,0.6666666666666666,0.08333333333333304,-2,0,0
1,1,1,9238,1,1,150.0,1,19,37,5,4,142.7,1,0,0,1,0,1,18,0,0,6,6,6,14.666666666666666,0,0,6,6,6,15.166666666666666,0,9.4,-0.8,-3.12,Graduate,12,2.933333333333333,3.033333333333333,1.0,1.0,0.10000000000000009,0,0,0
1,17,2,9773,1,1,125.0,1,1,1,4,8,115.6,1,0,0,1,0,0,19,0,0,6,6,6,13.333333333333334,0,0,6,6,6,14.666666666666666,0,12.4,0.5,1.79,Graduate,12,2.666666666666667,2.933333333333333,1.0,1.0,0.26666666666666616,0,0,0
1,1,1,9238,1,1,133.1,1,19,37,9,9,130.0,0,0,0,0,0,1,20,0,0,6,10,5,13.4,0,0,6,9,5,11.4,0,10.8,1.4,1.74,Graduate,12,2.68,2.2800000000000002,0.8333333333333334,0.8333333333333334,-0.3999999999999999,0,1,0
1,1,2,9500,1,1,140.0,1,38,37,5,6,124.3,1,0,0,1,0,1,19,0,0,7,9,7,13.3125,0,0,8,8,8,15.6375,0,13.9,-0.3,0.79,Graduate,15,2.6625,3.1275,1.0,1.0,0.46499999999999986,1,0,0
1,1,1,171,1,1,140.0,1,19,37,5,6,137.9,1,0,1,0,0,0,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,8.9,1.4,3.51,Dropout,0,0.0,0.0,0.0,0.0,0.0,0,2,1
1,1,6,9773,1,1,133.1,1,1,37,3,3,100.0,1,0,1,0,0,0,20,0,0,4,4,0,0.0,0,0,5,5,0,0.0,0,12.4,0.5,1.79,Dropout,9,0.0,0.0,0.0,0.0,0.0,0,2,1
1,1,2,9773,1,1,132.0,1,1,2,9,3,128.2,1,0,0,1,0,1,19,0,0,6,7,6,12.333333333333334,0,0,6,6,6,13.5,0,9.4,-0.8,-3.12,Graduate,12,2.466666666666667,2.7,1.0,1.0,0.2333333333333334,0,0,0
1,16,4,9238,1,1,135.0,1,37,37,9,9,121.0,1,0,0,1,0,0,18,0,0,6,8,5,13.0,0,0,6,7,6,11.833333333333334,0,10.8,1.4,1.74,Graduate,12,2.6,2.3666666666666667,0.8333333333333334,1.0,-0.2333333333333334,1,0,0
1,1,1,9670,1,1,133.1,1,34,38,0,4,147.0,0,0,0,1,0,0,22,0,0,5,6,2,12.5,0,0,5,5,0,0.0,0,9.4,-0.8,-3.12,Dropout,10,2.5,0.0,0.4,0.0,-2.5,-2,0,1
1,1,1,9238,1,1,168.0,1,37,37,9,9,149.5,0,0,0,1,0,0,18,0,0,6,10,6,17.0,0,0,6,11,6,16.0,0,12.4,0.5,1.79,Graduate,12,3.4,3.2,1.0,1.0,-0.19999999999999973,0,0,0
1,1,1,9238,1,1,143.0,1,19,1,9,9,144.4,1,0,0,1,0,0,20,0,0,6,7,6,13.5,0,0,6,6,6,13.0,0,10.8,1.4,1.74,Graduate,12,2.7,2.6,1.0,1.0,-0.10000000000000009,0,0,0
1,17,2,9254,1,1,116.0,1,19,38,5,5,116.0,1,0,0,1,0,0,19,0,0,6,7,6,12.714285714285714,0,0,6,6,6,11.833333333333334,0,8.9,1.4,3.51,Graduate,12,2.5428571428571427,2.3666666666666667,1.0,1.0,-0.176190476190476,0,0,0
1,43,1,9500,1,1,134.0,1,38,19,5,8,120.7,0,0,0,1,0,1,19,0,0,7,9,6,13.0,0,0,8,11,8,13.927272727272726,0,16.2,0.3,-0.92,Graduate,15,2.6,2.785454545454545,0.8571428571428571,1.0,0.1854545454545451,2,0,0
1,44,1,9238,1,39,140.0,1,38,19,5,0,141.8,0,0,0,1,0,0,21,0,3,6,7,6,12.571428571428571,0,2,6,6,6,13.5,0,12.4,0.5,1.79,Graduate,12,2.5142857142857142,2.7,1.0,1.0,0.18571428571428594,0,0,0
1,17,2,8014,0,1,133.0,1,19,1,5,5,119.7,1,0,0,1,0,1,19,0,0,6,10,4,11.5,0,0,6,11,6,11.5,0,9.4,-0.8,-3.12,Dropout,12,2.3,2.3,0.6666666666666666,1.0,0.0,2,0,1
1,1,6,9238,1,1,125.0,1,38,1,7,4,118.4,1,0,0,1,0,1,19,0,0,6,6,6,13.5,0,0,6,7,6,13.285714285714286,0,11.1,0.6,2.02,Graduate,12,2.7,2.6571428571428575,1.0,1.0,-0.042857142857142705,0,0,0
2,39,1,9085,1,1,133.1,1,36,36,99,5,128.2,0,0,0,0,0,1,28,0,0,5,14,1,12.0,3,0,5,5,0,0.0,5,9.4,-0.8,-3.12,Dropout,10,2.4,0.0,0.2,0.0,-2.4,-1,1,1
2,43,1,9500,1,1,137.0,1,3,3,2,2,115.0,0,0,0,1,0,0,28,0,0,7,8,7,14.95,0,0,8,8,8,14.7375,0,13.9,-0.3,0.79,Graduate,15,2.9899999999999998,2.9475000000000002,1.0,1.0,-0.04249999999999954,1,0,0
1,43,1,9670,1,1,134.0,1,1,38,4,4,120.7,0,0,1,0,0,0,19,0,0,6,13,3,10.666666666666666,0,0,6,6,4,12.25,0,15.5,2.8,-4.06,Dropout,12,2.1333333333333333,2.45,0.5,0.6666666666666666,0.3166666666666669,1,2,1
1,1,5,9500,1,1,139.0,1,38,38,9,5,130.5,1,0,0,1,0,0,19,0,0,8,8,7,14.992857142857142,0,0,8,8,7,14.992857142857142,0,10.8,1.4,1.74,Graduate,16,2.998571428571428,2.998571428571428,0.875,0.875,0.0,0,0,0
1,43,1,9773,1,1,132.0,1,38,19,9,9,125.0,1,0,0,1,1,1,20,0,0,6,6,6,12.333333333333334,0,0,6,7,6,14.0,0,12.4,0.5,1.79,Graduate,12,2.466666666666667,2.8,1.0,1.0,0.33333333333333304,0,0,0
